rank,name,team,cur,pos,age,gp,mpg,usg_pct,to_pct,fta,ft_pct,2pa,2p_pct,3pa,3p_pct,efg_pct,ts_pct,ppg,rpg,apg,spg,bpg,topg,p_r,p_a,p_r_a,vi,ortg,drtg,season
,Malik Beasley,Uta,G,26.4,55,26.7,21.3,8.2,44,0.841,198,0.485,471,0.359,0.522,0.535,13.4,3.6,1.7,0.8,0.1,1.1,17,15.1,18.7,6.5,107.2,115.3,2022-2023
,Malik Beasley,Lal,G,26.4,26,23.9,20.9,10.1,21,0.619,81,0.481,187,0.353,0.515,0.521,11.1,3.3,1.2,0.8,0,1.2,14.5,12.3,15.7,5.9,98.8,111.2,2022-2023
,MarJon Beauchamp,Mil,F,22.5,52,13.5,18.3,15.6,37,0.73,101,0.485,142,0.331,0.492,0.513,5.1,2.2,0.7,0.4,0.1,0.9,7.3,5.8,8,5.9,99.5,105,2022-2023
,Davis Bertans,Dal,F,30.4,45,10.9,16.2,5.9,15,0.867,19,0.737,141,0.39,0.603,0.618,4.6,1.2,0.5,0.2,0.2,0.2,5.8,5,6.2,5.1,120.7,109.5,2022-2023
,Patrick Beverley,Lal,G,34.7,45,26.9,10.6,14.8,50,0.78,83,0.506,158,0.348,0.517,0.548,6.4,3.1,2.6,0.9,0.6,0.9,9.5,9,12.1,5.5,112.6,106.8,2022-2023
,Patrick Beverley,Chi,G,34.7,22,27.5,10.5,13.1,15,0.533,38,0.579,81,0.309,0.5,0.506,5.8,4.9,3.5,1,0.7,0.8,10.6,9.2,14.1,6.7,114.3,103.9,2022-2023
,Saddiq Bey,Det,F,24,52,28.8,21.4,8.2,209,0.861,313,0.46,293,0.345,0.488,0.552,14.8,4.7,1.6,1,0.2,1,19.5,16.4,21.1,6.7,114.7,116.2,2022-2023
,Saddiq Bey,Atl,F,24,25,25.1,17.4,6.9,29,0.862,105,0.552,125,0.4,0.578,0.599,11.6,4.8,1.4,0.8,0,0.7,16.4,13,17.8,6.8,124.3,113.7,2022-2023
,Khem Birch,Tor,C,30.5,20,8.1,11.1,19.8,5,0.8,30,0.6,2,0.5,0.609,0.629,2.2,1.3,0.4,0.3,0.3,0.4,3.4,2.5,3.8,5.2,113,102.6,2022-2023
,Goga Bitadze,Ind,C-F,23.7,21,9.6,15.5,18.7,24,0.458,38,0.605,14,0.286,0.558,0.551,3.3,2.3,0.9,0.4,0.5,0.6,5.6,4.1,6.5,7.9,115.4,103.9,2022-2023
,Goga Bitadze,Orl,C-F,23.7,17,15,15.3,12,18,0.667,61,0.656,12,0.167,0.589,0.606,5.8,5.2,1.2,0.4,0.9,0.6,10.9,7,12.2,8.8,130.5,103,2022-2023
,Bismack Biyombo,Pho,C,30.6,61,14.3,14,19.8,70,0.357,206,0.578,0,0,0.578,0.555,4.3,4.2,0.9,0.3,1.4,0.8,8.6,5.2,9.5,7.1,109.3,101.6,2022-2023
,Buddy Boeheim,Det,F,23.4,10,9,13.2,0,2,1,2,0.5,25,0.16,0.259,0.287,1.6,0.6,0.4,0.2,0,0,2.2,2,2.6,3.2,77.1,118.2,2022-2023
,Bojan Bogdanovic,Det,F,34,59,32.1,25.9,13.3,303,0.884,529,0.539,353,0.411,0.57,0.627,21.6,3.8,2.6,0.6,0.1,2.3,25.4,24.2,27.9,7.4,117.7,117.5,2022-2023
,Bogdan Bogdanovic,Atl,G,30.6,54,27.9,19.8,9.6,77,0.831,251,0.506,360,0.406,0.566,0.586,14,3,2.8,0.8,0.3,1.2,17,16.8,19.8,7,116.5,115.1,2022-2023
,Bol Bol,Orl,C-F,23.4,70,21.5,18.2,19,108,0.759,365,0.633,113,0.265,0.577,0.603,9.1,5.8,1,0.4,1.2,1.6,14.8,10,15.8,7,106.3,109.1,2022-2023
,Leandro Bolmaro,Uta,F,22.6,14,4.9,15.9,26.9,0,0,15,0.2,4,0,0.158,0.158,0.4,0.5,0.5,0.1,0.1,0.5,0.9,0.9,1.4,3.8,51,107.1,2022-2023
,Devin Booker,Pho,G,26.4,53,34.6,31.8,12,358,0.855,751,0.554,316,0.351,0.546,0.601,27.8,4.5,5.5,1,0.3,2.7,32.3,33.3,37.8,10.2,118.8,109,2022-2023
,Brandon Boston Jr.,Lac,G,21.4,22,11.3,26.5,8.9,38,0.763,93,0.419,29,0.414,0.467,0.515,6.5,1.4,0.9,0.4,0,0.5,7.9,7.4,8.8,7.1,105.7,109.6,2022-2023
,Chris Boucher,Tor,F-C,30.2,76,20,18,7.2,168,0.762,339,0.587,189,0.328,0.553,0.591,9.4,5.5,0.4,0.6,0.8,0.5,14.9,9.8,15.3,5.5,125.5,106.9,2022-2023
,James Bouknight,Cha,G,22.6,34,15.2,19.5,14.2,30,0.667,84,0.429,109,0.303,0.443,0.463,5.6,2.1,1.2,0.4,0.1,0.9,7.7,6.8,8.9,6.4,90.4,109.6,2022-2023
,Jamaree Bouyea,Mia,G,23.8,4,16.3,12.2,23.2,2,0.5,8,0.5,5,0.4,0.538,0.54,3.8,1.3,1,1,0.5,1,5,4.8,6,4.2,93.1,107.7,2022-2023
,Tony Bradley,Chi,C-F,25.3,12,2.8,19.6,7.4,4,1,7,0.429,5,0.6,0.625,0.69,1.6,0.9,0.1,0.1,0.1,0.1,2.5,1.7,2.6,7.5,,,2022-2023
,Malaki Branham,San,F,19.9,66,23.5,19.1,11.1,70,0.829,355,0.538,255,0.302,0.502,0.524,10.2,2.7,1.9,0.5,0.1,1.2,12.9,12.1,14.8,6.4,103.2,117.3,2022-2023
,Christian Braun,Den,G,22,76,15.5,13,10.8,64,0.625,193,0.565,96,0.354,0.554,0.568,4.7,2.4,0.8,0.5,0.2,0.5,7.1,5.5,7.9,5.4,114.7,108.9,2022-2023
,Mikal Bridges,Pho,F,26.6,56,36.4,19.2,9.3,174,0.897,503,0.503,261,0.387,0.529,0.574,17.2,4.3,3.6,1.2,0.8,1.4,21.6,20.8,25.2,7.1,118.4,112.6,2022-2023
,Mikal Bridges,Bro,F,26.6,27,34.2,30.3,8.9,179,0.894,322,0.531,181,0.376,0.543,0.607,26.1,4.5,2.7,1,0.6,1.8,30.6,28.8,33.3,8,117.6,114.6,2022-2023
,Oshae Brissett,Ind,F-G,24.8,65,16.7,16.1,9.4,145,0.717,164,0.457,155,0.31,0.461,0.52,6.1,3.4,0.7,0.5,0.2,0.5,9.5,6.8,10.2,5.8,110.8,114.3,2022-2023
,Malcolm Brogdon,Bos,G,30.3,67,26,22.8,11.8,184,0.87,435,0.51,297,0.444,0.574,0.615,14.9,4.2,3.7,0.7,0.3,1.5,19.1,18.6,22.8,9.4,122.1,108.4,2022-2023
,Dillon Brooks,Mem,G-F,27.2,73,30.3,21.8,9.5,154,0.779,552,0.451,439,0.326,0.468,0.494,14.3,3.3,2.6,0.9,0.2,1.4,17.7,16.9,20.3,6.6,102.3,105.5,2022-2023
,Greg Brown III,Por,F,21.6,16,5.8,18.3,17.6,12,0.417,21,0.476,7,0.143,0.411,0.421,1.8,1.2,0.2,0.3,0.3,0.4,2.9,1.9,3.1,5.2,78.8,104.7,2022-2023
,Troy Brown Jr.,Lal,G-F,23.7,76,24.5,12.1,9.5,39,0.872,184,0.505,281,0.381,0.545,0.561,7.1,4.1,1.3,0.8,0.2,0.6,11.2,8.4,12.4,5.5,113.6,109.8,2022-2023
,Bruce Brown,Den,G-F,26.7,80,28.5,17.8,14.2,153,0.758,487,0.548,254,0.358,0.545,0.571,11.5,4.1,3.4,1.1,0.6,1.5,15.6,14.9,19,7.6,113.2,108.9,2022-2023
,Jaylen Brown,Bos,G-F,26.5,67,35.9,31.5,12.5,344,0.765,896,0.576,487,0.335,0.55,0.581,26.6,6.9,3.5,1.1,0.4,2.9,33.5,30.1,36.9,9.6,109.8,106.5,2022-2023
,Kendall Brown,Ind,G,19.9,6,6.7,10.3,21.7,2,0.5,6,0.667,1,0,0.571,0.571,1.5,1,0.5,0.7,0,0.3,2.5,2,3,5.4,109.3,95.6,2022-2023
,Moses Brown,Lac,C,23.5,34,8.5,21.5,12.7,72,0.458,96,0.635,0,0,0.635,0.607,4.6,4.1,0.1,0.1,0.4,0.4,8.6,4.7,8.8,5.8,125.9,100.5,2022-2023
,Sterling Brown,Lal,G-F,28.2,4,6.1,6.9,0,0,0,2,0,2,0,0,0,0,2,0.5,0.8,0,0,2,0.5,2.5,0,77.2,92.5,2022-2023
,Jalen Brunson,Nyk,G,26.6,68,35,27.2,10.6,392,0.829,873,0.519,322,0.416,0.547,0.597,24,3.5,6.2,0.9,0.2,2.1,27.6,30.2,33.8,9.2,124.6,112.6,2022-2023
,Thomas Bryant,Lal,C-F,25.7,41,21.3,18.2,8.5,108,0.741,251,0.697,50,0.44,0.691,0.712,12.1,6.8,0.7,0.3,0.6,0.7,18.9,12.8,19.6,7.3,138.3,105.3,2022-2023
,Thomas Bryant,Den,C-F,25.7,18,11.3,18.3,12.8,18,0.722,59,0.492,9,0.444,0.515,0.547,4.6,3.3,0.1,0.1,0.4,0.6,7.9,4.7,8.1,4.1,108.6,103.9,2022-2023
,Reggie Bullock,Dal,G-F,32.1,78,30.3,10,7.3,37,0.703,73,0.562,397,0.38,0.569,0.577,7.2,3.6,1.4,0.7,0.2,0.5,10.8,8.6,12.2,4.4,116,113.2,2022-2023
,Alec Burks,Det,G,31.7,51,22,22.8,11.2,188,0.814,220,0.459,239,0.414,0.544,0.602,12.8,3.1,2.2,0.7,0.2,1.1,15.9,15,18.1,8.1,119.8,112.9,2022-2023
,Deonte Burton,Sac,G-F,29.2,2,3.3,13.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2022-2023
,John Butler Jr.,Por,F,20.3,19,11.6,11,1.8,4,0.75,18,0.5,35,0.229,0.396,0.411,2.4,0.9,0.6,0.4,0.5,0.1,3.3,2.9,3.8,3.8,97.3,113.2,2022-2023
,Jared Butler,Okc,G,22.6,6,12.8,20.2,13.5,0,0,18,0.444,14,0.5,0.578,0.578,6.2,0.7,1.3,0.8,0,0.8,6.8,7.5,8.2,5.6,107.7,112.7,2022-2023
,Jimmy Butler,Mia,F,33.6,64,33.4,25.6,10.2,555,0.85,785,0.564,103,0.35,0.56,0.647,22.9,5.8,5.3,1.8,0.3,1.6,28.7,28.2,34,10.7,135.9,111.3,2022-2023
,Jamal Cain,Mia,F,24.1,18,13.3,15.1,8.3,22,0.773,46,0.652,20,0.35,0.614,0.647,5.4,2.9,0.7,0.6,0.1,0.3,8.3,6.1,9,6.7,132.2,105.1,2022-2023
,Kentavious Caldwell-Pope,Den,G,30.1,76,31.3,14.1,12,125,0.824,313,0.502,319,0.423,0.569,0.598,10.8,2.8,2.4,1.5,0.5,1.1,13.6,13.2,16,5.3,116.7,112,2022-2023
,Facundo Campazzo,Dal,G,32,8,6.5,14.6,18.5,2,0.5,2,0,11,0.273,0.346,0.36,1.3,0.3,1.1,0.8,0,0.4,1.5,2.4,2.6,4.6,86.4,110.9,2022-2023
,Vlatko Cancar,Den,F,26,60,14.8,13.8,14,43,0.907,112,0.58,115,0.374,0.57,0.606,5,2.1,1.3,0.4,0.2,0.6,7.1,6.3,8.4,6.5,118.9,108.5,2022-2023
,Clint Capela,Atl,C,28.9,65,26.6,15.7,9.1,131,0.603,535,0.654,1,0,0.653,0.656,12,11,0.9,0.7,1.2,0.8,23,12.9,23.9,7.4,137,108,2022-2023
,Vernon Carey Jr.,Was,F-C,22.1,11,2.6,16.6,19.2,2,1,8,0.25,0,0,0.25,0.338,0.5,1,0.3,0.2,0.2,0.2,1.5,0.8,1.8,8.2,,,2022-2023
,Wendell Carter Jr.,Orl,C-F,24,57,29.6,20.5,14.7,195,0.738,388,0.624,225,0.356,0.591,0.621,15.2,8.7,2.3,0.5,0.6,1.9,23.9,17.5,26.3,9.1,119.3,105.7,2022-2023
,Jevon Carter,Mil,G,27.6,81,22.4,15.3,12.1,38,0.816,229,0.424,336,0.423,0.549,0.56,8,2.5,2.4,0.8,0.4,1,10.5,10.5,13,6.5,113.3,106.6,2022-2023
,Alex Caruso,Chi,G,29.1,67,23.5,11.1,21.2,73,0.808,135,0.556,151,0.364,0.551,0.588,5.6,2.9,2.9,1.5,0.7,1.1,8.5,8.5,11.4,6.1,115.1,104,2022-2023
,Justin Champagnie,Tor,G-F,21.8,3,3.6,11.7,0,0,0,3,1,0,0,1,1,2,1.3,0.3,0,0,0,3.3,2.3,3.7,10.2,,,2022-2023
,Julian Champagnie,Phi,F,21.8,2,3.4,13.3,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,,,2022-2023
,Julian Champagnie,San,F,21.8,15,20.8,19.4,7.9,17,0.824,47,0.553,81,0.407,0.59,0.609,11,4,0.7,0.3,0.3,0.7,15,11.7,15.7,6,116.3,115,2022-2023
,Kennedy Chandler,Mem,G,20.6,36,7.8,15.7,17.8,13,0.462,68,0.485,15,0.133,0.434,0.44,2.2,1.1,1.6,0.3,0.1,0.5,3.2,3.8,4.8,8.1,101.2,110.3,2022-2023
,Max Christie,Lal,G,20.2,41,12.5,10.3,10.1,16,0.875,44,0.409,62,0.419,0.538,0.566,3.1,1.8,0.5,0.2,0.2,0.3,5,3.6,5.5,4.5,111.7,110.6,2022-2023
,Josh Christopher,Hou,G,21.3,64,12.3,21.9,15.4,60,0.75,240,0.55,89,0.236,0.497,0.523,5.8,1.1,1.1,0.5,0.2,0.9,6.9,7,8.1,6.2,101.9,116,2022-2023
,Brandon Clarke,Mem,F,26.6,56,19.5,17.7,13.6,137,0.723,343,0.665,6,0.167,0.658,0.682,10,5.5,1.3,0.6,0.7,1,15.5,11.3,16.8,8.5,131,100.8,2022-2023
,Jordan Clarkson,Uta,G,30.8,61,32.6,27.8,15.3,245,0.816,572,0.53,459,0.338,0.519,0.558,20.8,4,4.4,0.5,0.2,3,24.9,25.3,29.3,8.8,108.6,115.8,2022-2023
,Nic Claxton,Bro,F-C,24,76,29.9,15.5,14.1,246,0.541,585,0.708,2,0,0.705,0.691,12.6,9.2,1.9,0.9,2.5,1.3,21.9,14.5,23.8,8.1,133.4,105.2,2022-2023
,Amir Coffey,Lac,G-F,25.8,50,12.5,13.5,12.6,63,0.778,105,0.429,40,0.275,0.424,0.498,3.4,1.1,1.1,0.1,0.1,0.4,4.5,4.5,5.6,5.1,108.4,112.6,2022-2023
,John Collins,Atl,F-C,25.5,71,30,17,10,178,0.803,467,0.619,240,0.292,0.557,0.593,13.1,6.5,1.2,0.6,1,1.1,19.6,14.3,20.8,6.2,116.7,108.2,2022-2023
,Zach Collins,San,F-C,25.4,63,22.9,21.2,19,142,0.761,401,0.571,147,0.374,0.568,0.599,11.6,6.4,2.9,0.6,0.8,2,18,14.5,20.8,10.5,112.4,107.4,2022-2023
,Mike Conley,Uta,G,35.5,43,29.7,16.1,16.5,96,0.813,162,0.469,213,0.362,0.511,0.552,10.7,2.5,7.7,1,0.2,1.7,13.2,18.4,20.9,8,122.8,113.8,2022-2023
,Mike Conley,Min,G,35.5,24,31.4,16.8,11,73,0.863,97,0.515,138,0.42,0.583,0.631,14,3.1,5,1.2,0.2,1.2,17.2,19,22.2,7.7,130.3,113.3,2022-2023
,Pat Connaughton,Mil,G,30.3,61,23.7,13.8,7.3,41,0.659,99,0.566,322,0.339,0.521,0.531,7.6,4.6,1.3,0.6,0.2,0.5,12.3,8.9,13.5,6,112.4,109.6,2022-2023
,Robert Covington,Lac,F,32.3,48,16.2,15.6,12.2,40,0.75,93,0.516,136,0.397,0.563,0.584,6,3.5,1.2,0.8,0.7,0.7,9.5,7.2,10.7,7.2,116.3,103.6,2022-2023
,Torrey Craig,Pho,F,32.3,79,24.7,13,12.7,45,0.711,246,0.52,254,0.394,0.556,0.566,7.4,5.4,1.5,0.6,0.8,0.9,12.8,8.9,14.3,6.3,116.3,107.3,2022-2023
,Jae Crowder,Mil,F,32.8,18,18.9,13.2,6.9,12,0.833,39,0.538,55,0.436,0.606,0.624,6.9,3.8,1.5,0.7,0.3,0.4,10.7,8.4,12.2,7.2,132.9,105.9,2022-2023
,Jarrett Culver,Atl,G-F,24.1,10,13.7,17.1,13.9,13,0.692,31,0.516,12,0.083,0.407,0.452,4.4,3.8,0.6,0.6,0.2,0.7,8.2,5,8.8,6.3,96.6,106.3,2022-2023
,Cade Cunningham,Det,G,21.5,12,33.4,30,14.8,43,0.837,163,0.466,61,0.279,0.453,0.492,19.9,6.2,6,0.8,0.6,3.3,26.1,25.9,32.1,10.8,100.1,112.7,2022-2023
,Seth Curry,Bro,G,32.6,61,19.8,19.2,10.2,55,0.927,217,0.525,232,0.405,0.568,0.593,9.2,1.6,1.6,0.6,0.1,0.8,10.8,10.8,12.5,5.8,112.8,112.1,2022-2023
,Stephen Curry,Gol,G,35.1,56,34.7,31,13.6,281,0.915,494,0.579,639,0.427,0.614,0.656,29.4,6.1,6.3,0.9,0.4,3.2,35.5,35.7,41.8,12,123.4,112.1,2022-2023
,Dyson Daniels,Nor,G,20.1,59,17.7,11.6,21.5,40,0.65,122,0.492,86,0.314,0.483,0.503,3.8,3.2,2.3,0.7,0.2,1,7,6.1,9.3,6.9,104.8,105,2022-2023
,Anthony Davis,Lal,F-C,30.1,56,34,28.4,11.2,444,0.784,889,0.588,74,0.257,0.573,0.626,25.9,12.6,2.6,1.1,2,2.2,38.5,28.6,41.1,11.1,124.7,104.9,2022-2023
,Johnny Davis,Was,G,21.1,28,15.1,20.5,8.5,27,0.519,101,0.485,70,0.243,0.436,0.446,5.8,2.3,1,0.4,0.3,0.6,8.1,6.8,9.1,6.3,92.5,107.4,2022-2023
,JD Davison,Bos,G,20.5,12,5.5,15.9,17.2,2,0.5,12,0.5,7,0.286,0.474,0.478,1.6,0.8,0.9,0.2,0.2,0.3,2.3,2.5,3.3,7.6,104.2,107.3,2022-2023
,Terence Davis,Sac,G,25.9,64,13.1,22.2,12.7,43,0.791,121,0.537,243,0.366,0.545,0.563,6.7,2.2,1,0.7,0.2,0.8,8.9,7.8,10,7.5,105.8,104.7,2022-2023
,Darius Days,Hou,F,23.5,4,6.3,21.4,0,2,1,2,1,10,0.3,0.542,0.582,3.8,1.5,0.3,0,0.3,0,5.3,4,5.5,7.6,131.3,114.1,2022-2023
,Dewayne Dedmon,Mia,C,33.7,30,11.7,21.2,12.8,44,0.727,92,0.576,37,0.297,0.539,0.576,5.7,3.6,0.5,0.2,0.5,0.6,9.3,6.2,9.9,7.4,113.5,94.8,2022-2023
,Matthew Dellavedova,Sac,G,32.6,32,6.7,12.7,16.6,7,0.571,23,0.348,27,0.333,0.43,0.443,1.5,0.4,1.3,0.2,0,0.3,1.9,2.8,3.2,5.5,104.4,111.1,2022-2023
,DeMar DeRozan,Chi,G-F,33.7,74,36.2,27.8,10.5,523,0.872,1161,0.526,142,0.324,0.522,0.592,24.5,4.6,5.1,1.1,0.5,2.1,29.2,29.6,34.3,9.2,118.8,109.1,2022-2023
,Moussa Diabate,Lac,F,21.2,22,8.9,14.1,16,16,0.625,45,0.511,2,0.5,0.521,0.546,2.7,2.3,0.2,0.3,0.4,0.4,5,2.9,5.1,4.8,119.2,110.2,2022-2023
,Mamadi Diakite,Cle,F,26.2,22,8,16,19.2,2,1,29,0.586,21,0.333,0.55,0.56,2.6,1.4,0.4,0.2,0.4,0.5,4,3,4.3,5.7,99.6,98.3,2022-2023
,Hamidou Diallo,Det,G,24.7,56,17.8,21.9,15.9,148,0.588,354,0.593,21,0.238,0.58,0.593,9.3,3.5,1,0.9,0.3,1.3,12.8,10.3,13.8,7.2,109.4,107.3,2022-2023
,Gorgui Dieng,San,C,33.2,31,11.6,17.9,21.4,13,0.769,42,0.571,75,0.28,0.474,0.493,3.9,3.5,1.7,0.1,0.5,1,7.4,5.6,9.1,9.8,99.9,105.3,2022-2023
,Ousmane Dieng,Okc,F,19.9,39,14.6,15.9,12.5,23,0.652,83,0.602,98,0.265,0.492,0.505,4.9,2.7,1.2,0.4,0.2,0.7,7.6,6.1,8.8,6.9,103.2,110.4,2022-2023
,Spencer Dinwiddie,Dal,G,30,53,34.1,21.9,11.4,207,0.821,353,0.504,341,0.405,0.555,0.599,17.7,3.1,5.2,0.7,0.3,1.7,20.8,23,26.1,7.7,120.7,114.2,2022-2023
,Spencer Dinwiddie,Bro,G,30,26,35.3,22.5,13.4,123,0.797,207,0.488,149,0.289,0.465,0.523,16.5,4.1,9.1,1.1,0.3,2.1,20.6,25.6,29.7,9.6,115,112.1,2022-2023
,Donte DiVincenzo,Gol,G,26.2,72,26.3,15.1,17.2,71,0.817,162,0.525,378,0.397,0.574,0.593,9.4,4.5,3.5,1.3,0.1,1.6,13.9,12.9,17.4,8,117.1,110.3,2022-2023
,Luka Doncic,Dal,F-G,24.1,66,36.2,37.7,14,694,0.742,908,0.588,541,0.342,0.56,0.609,32.4,8.6,8,1.4,0.5,3.6,41,40.4,49,14.4,120,109.2,2022-2023
,Tyler Dorsey,Dal,G,27.2,3,2.8,27.2,0,0,0,3,1,2,0.5,0.9,0.9,3,0.7,0,0,0,0,3.7,3,3.7,0,,,2022-2023
,Luguentz Dort,Okc,G,24,74,30.7,19.8,9.5,259,0.772,464,0.44,409,0.33,0.466,0.513,13.7,4.6,2.1,1,0.3,1.2,18.3,15.8,20.4,6.6,109.3,108.1,2022-2023
,Ayo Dosunmu,Chi,G,23.2,80,26.2,14.9,14.8,82,0.805,381,0.583,189,0.312,0.545,0.567,8.6,2.7,2.6,0.8,0.3,1.2,11.3,11.2,13.9,6,109.8,108.1,2022-2023
,Devon Dotson,Was,G,23.7,6,8.9,9.8,25,0,0,6,0,3,0.333,0.167,0.167,0.5,1.7,1.3,0.8,0,0.5,2.2,1.8,3.5,4.6,86.3,98.6,2022-2023
,Jeff Dowtin Jr.,Tor,G,25.9,25,10.3,10.9,8,9,0.667,41,0.488,16,0.313,0.482,0.5,2.4,0.9,1.2,0.4,0.1,0.2,3.4,3.7,4.6,5.3,117.6,114.5,2022-2023
,PJ Dozier,Sac,G-F,26.5,16,5,20.5,13.2,0,0,17,0.471,16,0.125,0.333,0.333,1.4,0.9,0.6,0.4,0.1,0.3,2.3,2,2.9,7.3,75.6,106.4,2022-2023
,Goran Dragic,Chi,G,36.9,50,15.6,21,15.6,41,0.659,170,0.482,128,0.352,0.502,0.516,6.5,1.4,2.8,0.2,0.1,1.1,7.9,9.3,10.7,7.5,103.9,110.2,2022-2023
,Andre Drummond,Chi,C,29.7,67,12.7,21,21.5,125,0.536,271,0.613,3,0,0.606,0.606,6,6.6,0.5,0.7,0.4,1.1,12.6,6.4,13.1,8.5,115.2,93.2,2022-2023
,Chris Duarte,Ind,G,25.8,46,19.5,19,11,72,0.847,159,0.428,174,0.316,0.452,0.496,7.9,2.5,1.4,0.5,0.2,0.9,10.4,9.3,11.8,6.2,100.7,115.7,2022-2023
,David Duke Jr.,Bro,G,23.5,23,9.9,20.1,18.7,17,0.706,66,0.53,12,0.083,0.468,0.497,3.7,1.3,0.9,0.4,0,0.8,5,4.6,5.9,6.6,96.1,104.7,2022-2023
,Kris Dunn,Uta,G,29.1,22,25.8,20.2,13.9,53,0.774,180,0.55,36,0.472,0.576,0.606,13.2,4.5,5.6,1.1,0.5,1.6,17.7,18.8,23.4,10.7,124.8,107.6,2022-2023
,Kevin Durant,Bro,F,34.5,39,36,31.5,15.6,285,0.937,545,0.622,189,0.376,0.607,0.674,29.7,6.7,5.3,0.8,1.5,3.5,36.4,35,41.7,11.3,122.3,110.5,2022-2023
,Kevin Durant,Pho,F,34.5,8,33.7,26.8,13.5,48,0.833,87,0.586,41,0.537,0.656,0.697,26,6.4,3.5,0.3,1.3,2.5,32.4,29.5,35.9,9.9,126.5,114.9,2022-2023
,Jalen Duren,Det,C,19.4,67,24.9,14.3,18.8,157,0.611,396,0.652,2,0,0.648,0.655,9.1,8.9,1.1,0.7,0.9,1.4,18,10.3,19.1,7.2,126.2,108.1,2022-2023
,Tari Eason,Hou,F,21.9,82,21.6,19.3,13.3,145,0.752,488,0.486,172,0.343,0.493,0.525,9.3,6,1.1,1.2,0.6,1.2,15.3,10.3,16.4,7.3,109.6,108.7,2022-2023
,Anthony Edwards,Min,G,21.7,79,36,29.9,14.4,422,0.756,963,0.513,579,0.368,0.528,0.563,24.6,5.8,4.4,1.6,0.7,3.3,30.4,29.1,34.9,9.5,106,110.3,2022-2023
,Kessler Edwards,Bro,F,22.7,14,5.7,16.1,14.2,2,0.5,12,0.333,12,0.167,0.292,0.301,1.1,1,0.1,0.2,0.1,0.3,2.1,1.2,2.2,3.4,71.9,115.4,2022-2023
,Kessler Edwards,Sac,F,22.7,22,13.9,12,11.3,15,0.8,27,0.593,43,0.349,0.55,0.581,4,2.1,1,0.5,0.2,0.4,6.2,5,7.1,5.8,123.1,107.1,2022-2023
,Keon Ellis,Sac,G,23.3,16,4.4,12.2,5.8,7,0.571,4,0.25,12,0.5,0.625,0.629,1.5,0.5,0.4,0.3,0.1,0.1,2,1.9,2.4,6.1,138.6,103.8,2022-2023
,Joel Embiid,Phi,C-F,29.1,66,34.6,37,14.5,771,0.857,1128,0.587,200,0.33,0.573,0.655,33.1,10.2,4.2,1,1.7,3.4,43.2,37.2,47.4,13,124.4,104.1,2022-2023
,Drew Eubanks,Por,F-C,26.2,78,20.3,12.5,16.7,125,0.664,316,0.655,18,0.389,0.651,0.666,6.6,5.4,1.3,0.5,1.3,0.9,12,8,13.3,7.1,130.8,109.4,2022-2023
,Bruno Fernando,Hou,F-C,24.7,31,11.7,15.1,17.7,44,0.682,92,0.522,1,0,0.516,0.561,4.1,3.9,1,0.2,1,0.6,8,5,9,8.6,118.6,101,2022-2023
,Bruno Fernando,Atl,F-C,24.7,8,5.2,27.1,20.5,6,0.833,16,0.688,3,0,0.579,0.624,3.4,1.9,0.1,0,0.4,0.6,5.3,3.5,5.4,6.6,110.5,103.8,2022-2023
,Dorian Finney-Smith,Dal,F,29.9,40,32.2,12.8,10.4,40,0.75,93,0.559,217,0.355,0.54,0.557,9.1,4.7,1.5,1,0.5,0.9,13.8,10.6,15.3,5,115.4,114,2022-2023
,Dorian Finney-Smith,Bro,F,29.9,26,27.7,13.9,12,19,0.789,70,0.429,121,0.306,0.448,0.466,7.2,4.9,1.6,0.7,0.6,1,12.1,8.7,13.7,5.5,102.5,110,2022-2023
,Malachi Flynn,Tor,G,24.9,53,13,17.4,9.4,33,0.758,109,0.367,133,0.353,0.457,0.479,4.6,1.4,1.3,0.4,0.1,0.5,6.1,6,7.4,6.2,104.9,109.2,2022-2023
,Simone Fontecchio,Uta,F,27.3,52,14.7,20.2,11.1,44,0.795,121,0.43,191,0.33,0.47,0.495,6.3,1.7,0.8,0.3,0.2,0.8,8,7.1,8.8,5.6,100.8,113.9,2022-2023
,Bryn Forbes,Min,G,29.7,25,10.7,16.2,12.6,15,1,37,0.432,46,0.304,0.446,0.497,3.6,0.6,0.7,0.3,0.1,0.5,4.2,4.2,4.8,4.3,98.6,112.7,2022-2023
,Trent Forrest,Atl,G,24.8,23,12,11.6,19.9,3,0.667,58,0.431,2,0,0.417,0.424,2.3,1.6,1.7,0.3,0.1,0.7,3.9,3.9,5.5,6.1,93.2,114.2,2022-2023
,Michael Foster Jr.,Phi,F,20.2,1,1,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,2022-2023
,Evan Fournier,Nyk,G-F,30.4,27,17,18.4,11.7,21,0.857,52,0.404,114,0.307,0.443,0.471,6.1,1.8,1.3,0.6,0.1,0.8,7.9,7.4,9.3,5.7,98.3,107.5,2022-2023
,De'Aaron Fox,Sac,G,25.3,73,33.4,30,12,440,0.78,965,0.583,366,0.325,0.557,0.599,25,4.2,6.1,1.1,0.3,2.5,29.2,31.1,35.3,10.3,119.2,112.2,2022-2023
